Título,Comentario,Puntaje
Tuve problemas con el alojamiento y en…,"Tuve problemas con el alojamiento y en pocos minutos se pusieron en contacto conmigo, haciendo acompañamiento y ofreciendo cambio de piso. Me sentí atendida y comprendida.",Valorada con 5 estrellas sobre 5
Airbnb no resuelve los problemas con los propietarios…,He tenido una muy mala experiencia de alquiler con Airbnb y la solución es solicitar al propietario la devolución del pago menos la comisión de Airbnb. ¡Vaya negocio para la empresa! Yo he perdido 3 días de vacaciones y el propietario como mucho molesto porque le he dejado una mala crítica. Airbnb no vale si tienes cualquier problema,Valorada con 1 estrellas sobre 5
Pésima gestión de anfitrión y atención al cliente,"Agustin GabrielFebruary 2023HORRIBLE. NO RECOMIENDO. Fue mi primera experiencia en la agencia y fue PÉSIMA con Anfitrión y PÉSIMA con Atención al cliente. Hice reserva y al pagar el sistema me hizo cambio de fechas , fallo del sistema , solicité al Anfitrión arreglo de fechas a través de msj y aceptó ,envía msj para aceptación. Al ver correo me percaté de cambio de fechas y de ALOJAMIENTO y PRECIO 4 veces MAYOR del escogido. No fue mi elección . No fue lo solicitado por mi , no estaba en mi presupuesto. Anfitrión sabía que era mi primera vez Airbnb. Hice reclamación me atendieron 4 ejecutivos , incluyendo Sra Cecilia , me dio la razón verbal y disculpas pero cero soluciones. Pésima gestión. No existe protección al cliente, sin experiencia puedes como cliente ser estafado sin marcha atrás . Pase 4 días recibiendo sólo disculpas y cero soluciones. Esta parte es la más triste. Comunicación con Sr Agustín mala , quién refiere no ser el dueño del departamento. Apartamento bonito pero precio no acorde. No realizan limpieza.Miami Beach Agustín anfitrión , se puede googlear la opinión , saludos",Valorada con 1 estrellas sobre 5
"NO LO RECOMIENDO, NEFASTO","Una nefasta experiencia y trato. Tras varios mensajes con la anfitriona, quedamos en la puerta del apartamento a una hora y después de una hora esperando aparece un chico y me entrega las llaves. Dejamos las maletas y nos vamos a dar una vuelta. Tras cenar temprano llegamos al apartamento y ya dispuestos a acostarnos nos toca a la puerta un chico que dice que va de parte de la anfitriona porque hay un problema. Me entra un mensaje de Airbnb que tengo que abandonar el apartamento porque la anfitriona ha cancelado la reserva y me reembolsan el importe. Conseguí contactar con la anfitriona y dice ella no ha cancelado, que ha sido Airbnb y que lo habían alquilado a otra persona que estaba en la calle esperando. Tengo mi reserva aceptada y recibo de pago. No sé cuál es el verdadero motivo, pero Airbnb un desastre, un trato nefasto a través de mensajes y en el idioma que les da la gana sabiendo cual es el mío. No lo recomiendo para nada. Les da igual intentar echarte a la calle en mitad de la noche escudándose en que te reembolsan el importe. Mi intención es pasar unos días agradables y me lo estropearon. NO RECOMIENDO QUE LO RESERVES CON AIRBNB.",Valorada con 1 estrellas sobre 5
FALTA DE COORDINACIÓN ENTRE ANFITRIÓN Y AGENCIA. PRECIOS ENGAÑOSOS Y DESACTUALIZADOS,"He perdido más de una hora para contratar un apartamento en Moguer, Huelva, rellenando formularios, registrándome, escaneando mi DNI, proporcionando todos mis datos, tarjeta de crédito incluido, y la anfitriona María la canceló por precio desactualizado (demasiado bajo). Echó la culpa a la agencia y nos mandó hablar con ellos. No hay manera de ponerte en contacto con esta agencia por tlfno o email. Te obligan registrarse y o ya no quiero tener nada con ellos. Experiencia irresponsable y nefasta.",Valorada con 1 estrellas sobre 5
muchos gastos extras,"Tuve que cancelar la reserva porque después de pagar me avisan que además debo abonar 40 euros extras por noche más 200 euros de fianza, que por supuesto ya se encargarían de que no me lo devolvieran. Me parece denunciable que no aparezca el precio real de la reserva. Además han tardado 20 días en devolverme el dinero",Valorada con 1 estrellas sobre 5
FUENGIROLA LADRONES,"reserve un apartamento en Fuengirola para dos noches , me pidieron 150€ de fianza y después de cuatro meses siguen sin devolvérmela, airbnb no se hace responsable, mucho mensaje, cada 2 días cambian de persona y vuelta a repetir lo mismo, largas largas y mas largas, LADRONES",Valorada con 1 estrellas sobre 5
Son un mentirosos,"Son un mentirosos, me engañaron, como propietaria hay que tener cuidado con ellos graben las llamadas. Primero dicen una cosa y luego otra, me engañaron  un  inquilino mio metio aquí le dio la gana en mi casa, los tenían duchándose comiendo ,cenando y Dormía de una furgoneta del parking Me prometieron que los Iban a echar ,en tres llamadas, telefónicas a los clientes ,y siguen en mi casa no hacen nada no me dan solucion. Que no lleva el caso el qur eñ otro que ya me llamaran ,no me responden , engañan a los anfritriones , cuidado no pongais vuestras casas aqui",Valorada con 1 estrellas sobre 5
No se hacen responsables de nada,"Hemos tenido una mala experiencia con la anfitriona de un apartamento de Airbnb, os cuento: la puerta del porta de abría por una app del teléfono( poner el teléfono en un aparatito y se abre la puerta) cosa que no fue así, llamamos a la anfitriona 26 veces tuvimos que acudir a un policia, este llamó a otros dos para intentar abril con una radiografía de, imposible. Y la respuesta de la anfitriona, además de insultarnos e insultar nuestra ciudad de procedencia, nos dice que algo haríamos mal. Ya no sólo eso, que llamamos a Airbnb y no nos dan solución. Vamos, que no se hacen responsables....no volveré a coger nada con ellos, preferimos Booking que sí se hacen cargo.",Valorada con 1 estrellas sobre 5
No lo recomiendo,"No me ha gustado la experiencia. Reservé un alojamiento, pero me lo tenía que aprobar LookBook. Cuando contacté con ellos, me dijeron que había alta demanda y que por el precio que había pagado que o había disponibilidad, que les dijera un presupuesto y me buscarían otra cosa. Básicamente querían hacerme pagar más. Pero entonces, porque hay un anuncio? No recomiendo reservar ningún alojamiento con LookBook y AirBnb debería controlar más esto porque hacen publicidad engañosa. Encima, todavía no me habían aceptado la solicitud de reserva y ya me habían quitado todo el importe de la cuenta.",Valorada con 1 estrellas sobre 5
LAMENTABLE. Toman el pago sin tu permiso,"No volveré a usar esta plataforma en mi vida. En 2020 la usé por primera vez, al pagar usé una tarjeta que tenía asignada a PayPal, y que a día de hoy no existe. De hecho era una tarjeta de crédito y jamas la he vuelto a usar porque cobran una exageración de intereses. Ayer hago una reserva, dos los y medio después, en cuando pincho en el botón de reservar (lo lógico es como en cualquier comercio, que pregunte los datos, como quieres pagar…), me sale una pantalla de “reserva confirmada” , y yo pensando como? Si no he pagado ni me ha preguntado nada de nada aún…Pues bien mi sorpresa es cuando veo un mail de reserva directamente cobrando y el dinero de la tarjeta que se usó en 2020, así, con toda su cara. Tarjeta que ni está asociada a PayPal desde aquel momento.  Y hablas con ellos, y les da igual, te mienten y se quedan tan a gusto. Ahora resulta que le ha tocado pagar 25€ para reactivar la tarjeta y encima pagarlo con intereses. LAMENTABLE!Actualizo: no han solucionado absolutamente nada eso si son Cansinos hasta la saciedad llamándote por teléfono incluido fin de semana enviándote SMS y mails, para decirte continuamente lo mismo que no puedes solucionarlo que si tienes alguna otra duda. SOIS UNA PESADILLA",Valorada con 1 estrellas sobre 5
Las fotos de los alojamientos no tienen…,"Las fotos de los alojamientos no tienen que ver con la realidad. No creo que se efectúe ningún tipo de control de veracidad. Aparece en las fotos, balcones, habitaciones, ventana al exterior y cuando llegas es un zulo de 12m2 sin ninguna ventana a ninguna parte un baño que no entras ni de lado, y sin la mitad de cosas que en la foto aparecen, como sofá, mesa, sellas... y si reclamas se desentienden y te dicen del todo...un desastre y una desvergüenza",Valorada con 1 estrellas sobre 5
Hice reserva de un departamento en…,"Hice reserva de un departamento en Barra de Tijuca, en el mes de noviembre 2022para viajar la segunda quincena de febrero 2023,(o sea con la antelación sufuciente para no tener inconveniente).Pagué la totalidad y ahora 72 hs antes del vuelo ,el anfitrion me cancela la reserva, esto me causa un enorme perjuicio 1)porque no consigo otro departamento similiar ya que los precios se han duplicado2)los vuelos no tienen cambio,3)como el dinero del reembolso no se acredita no tengo margen en mi tarjeta de credito.4)en caso q se acredite no tengo margen para hacer la totalidad del pago en una sola cuota. Cual es la solución que uds me ofrecen?o solo me queda la via legal?donde dice q el anfitrión puede cancelar sin mas la reserva ya cobrada?La solucion de Air B &B CERO: no recomiendo esta plataforma ni de locos!!",Valorada con 1 estrellas sobre 5
Estafa he perdido el dinero no me lo…,Estafa he perdido el dinero no me lo devuelve no hay casa !!!! Cuidado,Valorada con 1 estrellas sobre 5
No acepta ninguna p*** tarjeta,"No hay manera de que me acepte ninguna de mis tres tarjetas: mastercard de débito, mastercard de crédito ni visa de débito.Mi pareja tampoco ha tenido la gran suerte de que le acepten las suyas. Acaba uno hasta los co***** de intentar darles dinero",Valorada con 1 estrellas sobre 5
Mi primera y última experiencia como…,"Mi primera y última experiencia como anfitriona fue terrible.Llegó a mi casa una chica desequilibrada.Estaba todo el día encerrada pasando de la risa al enfado,gritaba y despotricando contra los ateos.Le pedí calma y armonía y salió para pegarme.Tuve que salir corriendo a casa de mis vecinos y llamar a la policía.Llamé a Airbnb pero no hicieron nada.Cuando la policía llegó me dijeron que como tenía Airbnb estaba en su derecho a quedarse,siendo una amenaza para mí.Mi pareja tuvo que venir desde 500 km porque estaba preocupado y yo muy asustada.Volvió a venir la policía y la chica se fue después de hablar con ellos o por la llegada de mi pareja.Me rompió una puerta y quemó todas las sartenes encendiendo el horno con ellas dentro.Airbnb me pide fotos,recibos,etc.Además esta persona puso una opinión totalmente falsa sobre mí y mi casa y Airbnb,a pesar de que estuvo informado en todo momento le permitió que opinará sobre mí.Además no me dejan cancelar el anuncio.",Valorada con 1 estrellas sobre 5
No responden a dificultades con check…,"No responden a dificultades con check in en alojamiento, parece que su dustema está 100% enfocado en cobrar, mala experiencia, no recomiendo sus servicios para alojamiento",Valorada con 1 estrellas sobre 5
Cancelación de alojamiento,"Con fecha del 28 de Febrero de 2022, hago una reserva en Santa Cruz de La Palma, alojamiento Marítima-Bech, anfitrión Leopoldo.Hago el pago de la reserva y acto seguido envío mensaje al anfitrión a través de la plataforma de AIRBNB, para que no hubieran sorpresas como la que me encuentro ahora. Sin recibir respuesta al respecto.Ha pasado cerca de un año, desde que se hizo la reserva en la plataforma y que se le ha comunicado al señor Leopoldo. Sin embargo, recibo con fecha de hoy un mensaje del anfitrión comunicándome que la vivienda se encuentra alquilada y que por favor cancele mi reserva, la cual me niego porque no ha sido decisión mía anularla.He de comentarles que me encuentro en una situación muy difícil, dado que en estas fechas, teniendo en cuenta que en Santa Cruz de La Palma, está con una festividad bastante aglomerada, no encuentro ningún alojamiento en esa zona ni cerca.Ahora mi situación y la de las demás huéspedes (4 personas) tenemos permisos de trabajo, billetes de avión que no se pueden modificar y no tenemos alojamiento, lo que conlleva a vernos en la calle o gastar más del doble de lo que habíamos contratado.No creo que debamos ser los huéspedes quienes debamos asumir los gastos extras, dado que no ha sigo decisión nuestra. Y me reitero, buscar un alojamiento en estas fechas conlleva a un gasto doble o triple.",Valorada con 1 estrellas sobre 5
